merchant_id,merchant_name,category,region,integration_type,years_on_visa,avg_monthly_volume_k,monthly_txn_count,avg_txn_size,dispute_rate_pct,support_tickets_monthly,volume_trend_pct,churn_label
258,Peak Payments 258,Retail,LAC,Semi-integrated,5.8,360.9,458,787.99,1.3,16,36.0,0
259,Direct Trade 259,Restaurant,North America,Integrated,11.5,8000.0,8094,988.39,0.05,13,11.4,0
260,Prime Commerce 260,Travel,MEA,Integrated,3.7,2703.7,5050,535.39,0.18,12,53.4,0
261,Express Transact 261,Entertainment,North America,Semi-integrated,11.5,2495.0,6978,357.55,2.42,15,2.6,0
262,Express Market 262,Restaurant,MEA,Manual,10.7,459.4,1229,373.8,0.26,0,13.1,0
263,Direct Hub 263,Restaurant,North America,Integrated,3.8,445.5,563,791.3,0.05,14,46.1,0
264,Direct Trade 264,Services,Asia Pacific,Integrated,9.9,87.1,136,640.44,0.22,5,-22.3,0
265,Direct Commerce 265,Services,North America,Semi-integrated,8.4,1987.1,1175,1691.15,0.28,12,-24.8,1
266,Global Pay 266,Travel,North America,Integrated,6.4,1322.8,2460,537.72,0.16,13,-7.9,0
267,Swift Shop 267,eCommerce,LAC,Semi-integrated,5.4,4025.5,2650,1519.06,0.75,12,24.3,0
268,Digital Hub 268,eCommerce,LAC,Semi-integrated,9.9,495.1,1409,351.38,0.46,7,-24.2,0
269,Global Commerce 269,Travel,North America,Semi-integrated,9.6,545.4,1454,375.1,0.67,11,19.9,0
270,Peak Transact 270,Travel,MEA,Manual,9.2,843.9,873,966.67,0.64,8,18.5,0
271,Smart Market 271,Restaurant,Europe,Semi-integrated,12.0,2318.5,5212,444.84,0.05,11,48.3,0
272,Swift Payments 272,Retail,Europe,Semi-integrated,6.0,84.9,163,520.86,0.14,8,28.9,0
273,Direct Payments 273,Retail,Europe,Semi-integrated,9.8,1864.0,4666,399.49,1.21,7,15.3,0
274,Global Pay 274,Services,Asia Pacific,Semi-integrated,10.4,646.3,1091,592.39,1.29,3,35.2,0
275,Prime Trade 275,eCommerce,North America,Manual,2.9,151.1,147,1027.89,0.4,6,18.8,0
276,Digital Commerce 276,eCommerce,Asia Pacific,Integrated,1.0,35.9,75,478.67,0.29,12,-1.2,0
277,Peak Trade 277,eCommerce,Europe,Semi-integrated,5.2,549.5,385,1427.27,0.32,15,-14.9,1
278,Express Pay 278,Entertainment,North America,Integrated,10.4,5048.3,9902,509.83,0.32,1,-3.4,0
279,Express Transact 279,Retail,Europe,Manual,3.8,6936.5,7156,969.33,1.49,3,7.2,0
280,Digital Market 280,Retail,LAC,Semi-integrated,8.6,1093.9,2420,452.02,0.05,9,11.5,0
281,Global Transact 281,Restaurant,LAC,Integrated,0.6,8000.0,20560,389.11,0.54,12,-34.7,1
282,Digital Market 282,eCommerce,Europe,Integrated,4.6,626.3,484,1294.01,0.25,3,3.6,0
283,Digital Transact 283,Entertainment,Europe,Integrated,7.6,2526.6,3791,666.47,1.25,5,8.6,0
284,Smart Commerce 284,eCommerce,LAC,Semi-integrated,2.0,353.6,825,428.61,0.73,0,19.0,0
285,Direct Market 285,eCommerce,LAC,Integrated,10.8,323.6,294,1100.68,0.35,0,40.5,0
286,Swift Trade 286,Services,MEA,Integrated,2.3,257.6,493,522.52,0.75,2,11.7,0
287,Swift Shop 287,Retail,MEA,Manual,11.0,37.2,81,459.26,2.35,13,-10.2,1
288,Direct Shop 288,Travel,MEA,Semi-integrated,3.0,4031.6,5591,721.09,0.23,15,-28.4,1
289,Swift Transact 289,Travel,MEA,Integrated,11.9,270.9,698,388.11,0.64,8,21.7,0
290,Smart Shop 290,eCommerce,Asia Pacific,Integrated,7.5,216.6,384,564.06,1.62,3,-9.4,0
291,Digital Trade 291,Entertainment,Europe,Manual,1.5,127.5,263,484.79,0.96,16,25.3,1
292,Digital Shop 292,Restaurant,Europe,Semi-integrated,1.3,499.6,425,1175.53,0.07,5,35.9,0
293,Swift Hub 293,Services,Europe,Semi-integrated,1.4,7854.9,4382,1792.54,0.91,2,-22.9,0
294,Swift Hub 294,Restaurant,LAC,Integrated,7.3,8000.0,5014,1595.53,0.6,2,19.1,0
295,Direct Shop 295,Travel,LAC,Integrated,9.8,65.0,179,363.13,1.21,6,33.9,0
296,Prime Market 296,Travel,MEA,Integrated,5.1,405.0,1096,369.53,0.37,13,28.4,0
297,Digital Payments 297,Services,North America,Semi-integrated,5.6,156.3,393,397.71,0.4,7,-33.9,1
298,Global Trade 298,eCommerce,Asia Pacific,Integrated,7.3,2653.6,2651,1000.98,0.95,8,-9.1,0
299,Prime Pay 299,Restaurant,Europe,Integrated,6.6,993.5,1801,551.64,0.22,6,-17.6,0
300,Smart Pay 300,Retail,MEA,Semi-integrated,8.4,272.8,679,401.77,0.5,16,18.5,0
301,Peak Pay 301,eCommerce,Europe,Manual,5.9,736.3,1610,457.33,1.31,12,16.3,0
302,Prime Trade 302,Entertainment,North America,Semi-integrated,8.7,340.9,268,1272.01,0.05,11,-45.0,1
303,Direct Payments 303,Retail,Asia Pacific,Integrated,12.0,6373.8,17456,365.14,0.63,7,2.0,0
304,Digital Pay 304,Services,MEA,Integrated,4.5,1430.4,1289,1109.7,2.25,9,24.0,0
305,Smart Transact 305,Travel,MEA,Integrated,0.6,1698.9,1579,1075.93,0.48,15,11.0,0
306,Global Trade 306,Retail,North America,Integrated,1.9,15.9,50,318.0,0.87,11,10.9,0
307,Swift Hub 307,Restaurant,Europe,Semi-integrated,6.9,605.8,1036,584.75,1.82,14,0.7,1
308,Global Pay 308,Travel,North America,Integrated,4.5,8000.0,11457,698.26,0.24,0,-13.2,0
309,Swift Market 309,Restaurant,Europe,Semi-integrated,11.3,4258.1,8022,530.8,0.05,15,7.7,0
310,Digital Market 310,Retail,Asia Pacific,Manual,7.7,50.1,147,340.82,0.05,17,9.0,1
311,Prime Transact 311,Travel,Europe,Manual,6.5,428.9,342,1254.09,0.2,12,20.3,1
312,Prime Pay 312,Entertainment,North America,Integrated,9.7,123.7,295,419.32,2.56,17,21.9,1
313,Smart Pay 313,Retail,Asia Pacific,Integrated,3.5,7299.4,9750,748.66,0.24,10,9.7,0
314,Prime Trade 314,Restaurant,North America,Integrated,9.9,936.4,742,1261.99,1.71,4,29.9,0
315,Smart Transact 315,Restaurant,Europe,Integrated,0.5,227.0,352,644.89,0.23,10,0.5,1
316,Prime Pay 316,Travel,North America,Integrated,7.6,697.7,1306,534.23,0.86,11,-20.9,1
317,Express Shop 317,Entertainment,North America,Integrated,11.2,17.3,50,346.0,0.05,2,17.5,0
318,Express Pay 318,Entertainment,Asia Pacific,Semi-integrated,9.6,145.6,220,661.82,0.49,3,10.5,0
319,Peak Market 319,Services,MEA,Integrated,10.3,700.0,1462,478.8,0.37,5,17.9,0
320,Swift Shop 320,Entertainment,LAC,Manual,5.1,2173.2,4218,515.22,0.05,9,-17.3,0
321,Express Commerce 321,Restaurant,North America,Integrated,10.0,43.9,101,434.65,1.07,2,43.8,0
322,Digital Commerce 322,Retail,North America,Integrated,6.8,390.1,1010,386.24,0.46,13,22.2,0
323,Digital Hub 323,Travel,Europe,Integrated,7.6,2734.1,4163,656.76,0.13,1,2.2,0
324,Direct Hub 324,Services,LAC,Integrated,1.2,87.2,135,645.93,0.61,16,-10.7,1
325,Digital Commerce 325,Services,LAC,Integrated,2.8,916.8,1596,574.44,0.76,12,29.5,0
326,Prime Payments 326,Restaurant,MEA,Manual,6.8,729.5,1397,522.19,0.15,6,-14.0,0
327,Digital Commerce 327,Restaurant,Europe,Integrated,1.2,7332.9,5652,1297.4,0.12,6,53.2,0
328,Digital Trade 328,Retail,North America,Integrated,9.0,481.9,617,781.04,0.6,12,-4.3,0
329,Global Hub 329,Retail,North America,Semi-integrated,10.2,523.1,486,1076.34,1.12,1,42.4,0
330,Smart Transact 330,Travel,North America,Integrated,11.1,2201.6,3224,682.88,1.01,12,4.3,0
331,Global Transact 331,Travel,North America,Semi-integrated,1.7,103.9,304,341.78,0.37,9,39.6,0
332,Express Market 332,eCommerce,MEA,Integrated,11.3,488.2,955,511.2,0.41,3,-6.7,0
333,Swift Pay 333,Restaurant,Europe,Semi-integrated,1.3,351.4,552,636.59,0.52,16,8.4,1
334,Global Shop 334,Entertainment,MEA,Integrated,6.0,547.6,1048,522.52,0.05,11,24.1,0
335,Digital Pay 335,eCommerce,Asia Pacific,Integrated,10.2,2181.5,4739,460.33,0.75,2,21.2,0
336,Peak Payments 336,Entertainment,Asia Pacific,Semi-integrated,1.3,1444.9,2293,630.14,0.71,11,30.0,0
337,Peak Shop 337,Services,Asia Pacific,Manual,0.7,233.2,377,618.57,1.6,7,-1.7,1
338,Global Pay 338,Restaurant,MEA,Integrated,0.8,805.4,1814,443.99,3.05,13,9.7,1
339,Smart Transact 339,Restaurant,North America,Semi-integrated,6.4,5359.5,3495,1533.48,0.24,8,33.0,0
340,Digital Trade 340,Services,North America,Integrated,9.8,207.7,384,540.89,0.21,17,-6.1,1
341,Swift Transact 341,Travel,Asia Pacific,Integrated,2.0,815.0,1522,535.48,0.32,16,19.5,0
342,Global Transact 342,Restaurant,Europe,Integrated,1.9,507.5,1213,418.38,0.13,0,3.6,0
343,Swift Trade 343,Travel,Asia Pacific,Semi-integrated,7.0,609.0,1800,338.33,0.11,7,12.1,0
344,Swift Commerce 344,Travel,LAC,Integrated,3.2,67.8,168,403.57,0.4,3,9.7,0
345,Express Transact 345,Services,Asia Pacific,Semi-integrated,8.9,4793.7,8434,568.38,1.06,8,-7.8,0
346,Prime Shop 346,Restaurant,Europe,Integrated,11.4,225.0,207,1086.96,1.02,2,2.8,0
347,Global Pay 347,Services,Europe,Manual,9.3,2797.6,5513,507.46,0.24,9,10.9,0
348,Global Hub 348,Services,LAC,Semi-integrated,10.6,278.7,720,387.08,0.05,2,5.9,0
349,Swift Shop 349,Restaurant,Europe,Integrated,6.5,277.1,784,353.44,0.07,11,39.5,0
350,Global Market 350,Retail,Asia Pacific,Integrated,10.1,3635.0,9317,390.15,0.12,8,28.2,0
351,Express Pay 351,Travel,Asia Pacific,Integrated,2.6,2674.3,2600,1028.58,0.66,17,13.8,0
352,Digital Hub 352,Retail,LAC,Manual,1.3,890.8,2032,438.39,0.25,15,-7.3,1
353,Swift Trade 353,Restaurant,LAC,Integrated,8.0,1930.6,5213,370.34,1.29,10,-8.5,0
354,Swift Commerce 354,eCommerce,Asia Pacific,Semi-integrated,1.1,444.1,978,454.09,0.52,8,47.5,0
355,Smart Transact 355,Services,Europe,Integrated,10.8,657.4,1455,451.82,0.08,12,-12.2,0
356,Global Pay 356,Services,Europe,Semi-integrated,8.5,263.4,461,571.37,0.05,12,10.3,0
357,Smart Payments 357,Retail,Asia Pacific,Integrated,11.5,2358.3,4934,477.97,0.57,2,15.2,0
358,Prime Shop 358,Services,Europe,Semi-integrated,4.1,251.9,311,809.97,0.05,6,1.8,0
359,Global Commerce 359,Retail,LAC,Manual,6.1,5319.9,3841,1385.03,0.3,17,-12.0,1
360,Smart Transact 360,Entertainment,Europe,Integrated,9.0,427.4,1098,389.25,0.18,5,-7.7,0
361,Swift Hub 361,Services,LAC,Semi-integrated,3.3,684.5,1956,349.95,0.35,0,-2.9,0
362,Prime Market 362,Services,LAC,Integrated,6.7,1924.1,5083,378.54,0.38,15,-6.2,1
363,Swift Commerce 363,Restaurant,MEA,Integrated,8.1,687.7,917,749.95,0.78,16,34.6,0
364,Swift Hub 364,Services,North America,Manual,11.8,438.3,321,1365.42,0.15,11,7.8,0
365,Global Pay 365,Retail,LAC,Semi-integrated,9.1,637.8,765,833.73,2.23,11,-2.5,0
366,Digital Shop 366,Travel,North America,Semi-integrated,1.9,2324.7,6060,383.61,0.86,6,10.1,1
367,Peak Transact 367,eCommerce,Europe,Integrated,6.0,263.0,562,467.97,0.27,6,21.4,0
368,Digital Pay 368,Restaurant,North America,Integrated,7.3,557.4,1625,343.02,0.05,16,1.1,1
369,Direct Pay 369,Retail,North America,Integrated,2.2,674.8,915,737.49,0.24,15,26.0,0
370,Prime Commerce 370,Entertainment,North America,Semi-integrated,5.5,2231.5,4192,532.32,0.74,8,-17.4,0
371,Peak Commerce 371,eCommerce,North America,Integrated,3.8,578.4,1431,404.19,0.17,5,31.4,0
372,Smart Transact 372,Travel,MEA,Integrated,1.9,8000.0,8679,921.77,0.12,3,7.8,0
373,Global Trade 373,eCommerce,North America,Integrated,6.4,534.2,1554,343.76,1.0,0,7.0,0
374,Smart Pay 374,eCommerce,Europe,Integrated,2.4,476.9,944,505.19,0.89,8,-5.9,0
375,Prime Payments 375,Services,LAC,Integrated,7.3,523.5,272,1924.63,1.7,9,-16.6,0
376,Smart Shop 376,Retail,MEA,Integrated,2.5,105.3,59,1784.75,0.13,12,-25.3,1
377,Express Commerce 377,Entertainment,MEA,Manual,8.8,155.8,421,370.07,0.77,14,-7.3,1
378,Global Transact 378,Entertainment,North America,Semi-integrated,2.7,316.4,668,473.65,0.16,6,19.8,0
379,Direct Market 379,eCommerce,MEA,Integrated,10.8,3262.2,7854,415.36,1.31,3,-11.2,0
380,Express Transact 380,Restaurant,LAC,Semi-integrated,0.8,635.0,1562,406.53,1.5,15,-23.0,1
381,Direct Market 381,Retail,North America,Semi-integrated,6.5,337.5,523,645.32,0.68,13,-10.2,1
382,Direct Payments 382,Services,Asia Pacific,Integrated,4.2,3703.9,9246,400.59,0.05,9,0.3,0
383,Global Hub 383,Services,MEA,Integrated,3.1,5835.1,16594,351.64,0.48,0,1.1,0
384,Smart Pay 384,Restaurant,Europe,Integrated,5.9,3856.6,3588,1074.86,0.06,8,5.4,0
385,Swift Hub 385,Retail,North America,Integrated,10.2,201.5,485,415.46,0.05,11,28.7,0
386,Global Pay 386,Retail,MEA,Semi-integrated,11.0,332.5,422,787.91,0.12,15,33.0,0
387,Prime Commerce 387,Retail,MEA,Manual,4.0,8000.0,10429,767.09,0.95,9,48.1,0
388,Digital Pay 388,Entertainment,MEA,Integrated,2.3,932.2,1428,652.8,0.35,8,-24.5,0
389,Express Trade 389,Services,MEA,Semi-integrated,8.8,457.3,1216,376.07,1.73,6,-9.1,0
390,Smart Payments 390,Retail,MEA,Integrated,7.2,1818.4,1009,1802.18,0.65,7,22.0,0
391,Global Hub 391,Entertainment,Asia Pacific,Semi-integrated,2.8,2725.0,4318,631.08,0.18,0,-1.1,0
392,Global Payments 392,Restaurant,North America,Semi-integrated,9.2,298.9,657,454.95,1.0,1,25.2,0
393,Digital Shop 393,eCommerce,LAC,Integrated,6.5,904.3,701,1290.01,0.13,13,12.1,0
394,Swift Hub 394,Travel,Europe,Integrated,8.0,2433.7,6037,403.13,0.1,6,39.6,0
395,Global Hub 395,Entertainment,Asia Pacific,Semi-integrated,4.6,131.1,374,350.53,0.22,15,28.9,1
396,Prime Trade 396,Services,LAC,Manual,5.5,676.7,492,1375.41,1.33,7,29.2,0
397,Swift Transact 397,Retail,MEA,Integrated,2.6,139.7,123,1135.77,3.43,17,-0.2,1
398,Swift Trade 398,Restaurant,Europe,Integrated,9.2,167.8,492,341.06,0.05,3,6.1,0
399,Smart Pay 399,Restaurant,Europe,Integrated,2.3,302.4,300,1008.0,0.54,3,1.9,0
400,Express Hub 400,Restaurant,LAC,Semi-integrated,9.5,1297.2,904,1434.96,0.26,10,-22.1,0
401,Prime Hub 401,Services,North America,Semi-integrated,9.7,423.8,1220,347.38,1.15,14,37.4,0
402,Prime Payments 402,Entertainment,Asia Pacific,Semi-integrated,9.1,268.3,732,366.53,0.85,2,22.9,0
403,Digital Pay 403,Restaurant,LAC,Semi-integrated,0.7,714.9,1529,467.56,0.07,9,1.1,0
404,Express Pay 404,Services,Asia Pacific,Manual,3.6,133.5,250,534.0,0.27,4,34.1,0
405,Direct Hub 405,eCommerce,Europe,Semi-integrated,5.9,1212.4,3392,357.43,0.05,13,-4.6,1
406,Global Trade 406,Travel,MEA,Integrated,7.3,3242.0,6933,467.62,0.11,10,-28.8,0
407,Digital Payments 407,eCommerce,Europe,Semi-integrated,11.1,595.3,1277,466.17,0.57,11,28.1,0
408,Direct Hub 408,Retail,LAC,Integrated,4.8,500.8,1306,383.46,0.55,4,-17.6,1
409,Direct Transact 409,Services,Asia Pacific,Integrated,10.6,1121.9,2393,468.83,1.66,5,4.1,0
410,Global Hub 410,Retail,North America,Manual,2.4,38.9,68,572.06,0.4,11,12.1,0
411,Digital Pay 411,Restaurant,Asia Pacific,Semi-integrated,4.8,1410.3,2079,678.35,0.07,6,15.7,0
412,Digital Pay 412,Restaurant,North America,Manual,1.1,8000.0,14062,568.91,0.52,12,25.0,0
413,Express Transact 413,Restaurant,MEA,Integrated,9.0,560.2,1011,554.1,0.71,2,19.6,0
414,Peak Market 414,Retail,LAC,Semi-integrated,2.2,563.0,789,713.56,0.17,5,19.0,0
415,Global Shop 415,Retail,Europe,Integrated,3.5,1883.8,3052,617.23,0.15,1,-7.8,0
416,Peak Trade 416,Entertainment,Asia Pacific,Integrated,9.4,6657.3,16674,399.26,0.65,1,13.9,0
417,Global Commerce 417,Services,LAC,Integrated,6.6,2604.4,4014,648.83,0.05,4,-22.1,0
418,Swift Payments 418,Retail,Europe,Semi-integrated,0.7,32.5,50,650.0,1.58,8,39.2,0
419,Smart Commerce 419,Restaurant,Europe,Integrated,0.5,1463.8,1767,828.41,0.64,2,-20.1,1
420,Direct Trade 420,Travel,Asia Pacific,Manual,6.4,8000.0,8634,926.57,0.25,1,1.1,0
421,Prime Pay 421,Services,Europe,Integrated,4.0,1589.9,3949,402.61,0.29,15,-18.4,1
422,Express Payments 422,Entertainment,LAC,Integrated,2.6,132.1,214,617.29,0.19,9,-6.6,0
423,Swift Transact 423,Entertainment,North America,Semi-integrated,7.6,986.9,1185,832.83,0.05,12,8.3,0
424,Express Shop 424,Travel,MEA,Integrated,3.1,110.7,279,396.77,0.97,13,-2.6,0
425,Global Market 425,eCommerce,Europe,Manual,7.3,3736.6,2047,1825.4,0.14,1,30.9,0
426,Prime Commerce 426,Restaurant,Asia Pacific,Semi-integrated,4.9,174.5,163,1070.55,0.43,11,12.5,0
427,Digital Market 427,Services,North America,Integrated,2.6,738.0,1894,389.65,0.14,15,-1.3,1
428,Smart Pay 428,Entertainment,Europe,Semi-integrated,2.1,200.2,375,533.87,0.82,8,5.3,1
429,Smart Pay 429,Retail,LAC,Semi-integrated,3.2,309.5,753,411.02,0.25,15,32.4,0
430,Digital Payments 430,Entertainment,Europe,Semi-integrated,0.8,5327.4,13826,385.32,0.22,17,26.2,1
431,Direct Pay 431,Retail,North America,Semi-integrated,4.0,768.8,2194,350.41,0.42,9,-14.8,1
432,Swift Pay 432,Entertainment,Asia Pacific,Semi-integrated,10.9,304.0,200,1520.0,0.43,1,-5.6,0
433,Prime Market 433,Entertainment,North America,Semi-integrated,10.1,133.8,334,400.6,1.79,11,17.5,0
434,Peak Shop 434,Retail,Europe,Integrated,4.8,48.4,109,444.04,0.44,15,15.1,0
435,Direct Transact 435,eCommerce,Asia Pacific,Semi-integrated,7.1,115.4,117,986.32,0.1,10,-13.0,0
436,Direct Payments 436,Retail,Asia Pacific,Manual,7.0,778.0,2201,353.48,0.09,14,23.0,0
437,Express Transact 437,Travel,LAC,Semi-integrated,10.0,2623.7,3963,662.05,1.63,9,-9.8,1
438,Express Shop 438,Services,LAC,Semi-integrated,3.2,303.5,825,367.88,1.64,7,34.1,0
439,Express Shop 439,Retail,MEA,Integrated,3.9,5995.5,12067,496.85,0.32,17,18.6,0
440,Peak Market 440,eCommerce,North America,Semi-integrated,4.0,243.6,442,551.13,0.55,2,-14.6,0
441,Swift Payments 441,Services,Europe,Manual,1.0,476.7,428,1113.79,0.14,8,-2.6,0
442,Smart Market 442,Restaurant,North America,Integrated,4.1,146.7,408,359.56,0.05,2,-2.9,0
443,Express Trade 443,Retail,North America,Integrated,10.6,2662.6,5036,528.71,0.23,11,11.2,0
444,Prime Transact 444,eCommerce,Europe,Semi-integrated,11.0,8000.0,4121,1941.28,0.95,16,3.9,1
445,Swift Payments 445,Travel,Asia Pacific,Integrated,1.8,56.5,50,1130.0,0.42,17,-14.9,1
446,Prime Transact 446,Travel,MEA,Semi-integrated,5.8,409.7,1001,409.29,0.19,4,-19.9,0
447,Prime Hub 447,Restaurant,LAC,Integrated,4.9,3907.7,3535,1105.43,0.21,13,19.0,0
448,Direct Shop 448,Services,LAC,Integrated,6.1,87.7,175,501.14,1.25,15,13.7,1
449,Swift Shop 449,Travel,LAC,Semi-integrated,6.9,1470.5,3239,454.0,0.15,15,10.1,0
450,Prime Hub 450,Restaurant,North America,Semi-integrated,0.7,3677.8,4407,834.54,0.08,9,13.4,0
451,Digital Transact 451,Services,MEA,Semi-integrated,10.2,742.1,1427,520.04,0.55,3,-4.4,0
452,Global Shop 452,Services,MEA,Semi-integrated,11.7,1437.1,1581,908.98,0.16,8,11.7,0
453,Express Market 453,eCommerce,North America,Semi-integrated,8.0,7826.4,22428,348.96,2.02,13,58.8,0
454,Smart Pay 454,Retail,Asia Pacific,Semi-integrated,8.1,8000.0,21203,377.31,0.51,11,31.5,0
455,Express Trade 455,Travel,MEA,Semi-integrated,6.6,609.9,744,819.76,3.12,6,2.2,1
456,Digital Market 456,Travel,Asia Pacific,Semi-integrated,4.3,315.7,575,549.04,0.05,3,-2.5,0
457,Prime Commerce 457,Retail,MEA,Semi-integrated,2.2,183.5,321,571.65,0.84,11,-45.0,1
458,Direct Commerce 458,Travel,MEA,Integrated,7.2,2611.7,7574,344.82,2.86,7,29.4,0
459,Prime Hub 459,Services,Asia Pacific,Integrated,1.0,97.5,144,677.08,0.22,8,23.7,0
460,Swift Transact 460,Retail,North America,Semi-integrated,10.0,467.0,889,525.31,0.77,16,-2.9,0
461,Swift Shop 461,Entertainment,Europe,Manual,5.3,768.0,2167,354.41,0.33,0,-20.6,0
462,Smart Hub 462,Retail,Europe,Semi-integrated,5.3,328.9,298,1103.69,0.05,4,-15.1,0
463,Global Market 463,Entertainment,Asia Pacific,Integrated,4.3,984.1,1846,533.1,0.61,16,16.9,0
464,Global Trade 464,eCommerce,Asia Pacific,Semi-integrated,11.6,8000.0,6113,1308.69,0.22,16,6.2,0
465,Swift Payments 465,Retail,Asia Pacific,Integrated,2.5,561.0,1146,489.53,0.05,5,21.8,0
466,Smart Shop 466,Services,North America,Semi-integrated,2.2,361.6,511,707.63,0.27,17,9.7,1
467,Global Trade 467,Retail,Europe,Semi-integrated,2.4,2755.8,8044,342.59,0.26,3,27.3,0
468,Peak Hub 468,Travel,LAC,Semi-integrated,8.1,930.2,1431,650.03,0.05,0,15.4,0
469,Direct Pay 469,Restaurant,North America,Semi-integrated,11.9,4989.4,4193,1189.94,0.21,5,24.6,0
470,Digital Commerce 470,Services,Europe,Integrated,3.2,837.6,2165,386.88,0.81,9,-33.8,1
471,Global Trade 471,Entertainment,MEA,Integrated,10.9,469.8,1199,391.83,1.07,0,-16.7,0
472,Peak Shop 472,Entertainment,North America,Manual,3.7,54.8,122,449.18,0.9,3,0.7,0
473,Smart Transact 473,eCommerce,Asia Pacific,Semi-integrated,8.0,68.9,163,422.7,0.57,14,29.6,0
474,Prime Pay 474,eCommerce,Europe,Semi-integrated,1.0,50.9,59,862.71,2.12,11,45.6,0
475,Direct Trade 475,Travel,North America,Integrated,6.2,1131.2,2381,475.09,0.21,10,4.7,0
476,Express Payments 476,Entertainment,Asia Pacific,Integrated,8.0,98.8,58,1703.45,0.25,17,-4.2,0
477,Prime Hub 477,Services,Asia Pacific,Integrated,6.7,3857.6,3827,1008.0,0.66,4,-31.1,0
478,Peak Shop 478,Retail,North America,Integrated,3.2,693.9,1964,353.31,0.4,16,25.3,0
479,Prime Hub 479,Travel,North America,Integrated,10.0,472.5,1109,426.06,1.59,6,-3.0,0
480,Swift Transact 480,Retail,North America,Manual,11.7,204.1,219,931.96,0.88,16,60.0,0
481,Direct Transact 481,Restaurant,LAC,Semi-integrated,5.8,1589.5,1237,1284.96,0.85,14,-6.8,1
482,Direct Payments 482,Entertainment,MEA,Integrated,7.8,215.7,619,348.47,1.25,3,50.1,0
483,Swift Shop 483,Restaurant,North America,Integrated,9.6,167.4,130,1287.69,0.67,3,23.0,0
484,Global Transact 484,Entertainment,Europe,Integrated,3.3,3511.1,4012,875.15,0.41,9,-12.6,0
485,Swift Pay 485,eCommerce,Europe,Semi-integrated,10.4,1092.8,1045,1045.74,0.47,9,12.6,0
486,Peak Market 486,Restaurant,Europe,Integrated,3.7,478.7,248,1930.24,1.49,4,23.4,0
487,Digital Payments 487,eCommerce,Europe,Semi-integrated,9.4,1632.7,2098,778.22,0.05,4,3.5,0
488,Prime Commerce 488,Travel,North America,Semi-integrated,1.8,673.5,1977,340.67,0.31,16,24.8,0
489,Peak Payments 489,Entertainment,Asia Pacific,Integrated,3.8,1137.1,1540,738.38,0.85,13,24.3,0
490,Digital Market 490,Travel,Europe,Semi-integrated,6.6,212.0,373,568.36,0.57,3,19.9,0
491,Global Market 491,Services,Europe,Manual,6.5,8000.0,18918,422.88,0.05,13,7.7,1
492,Smart Payments 492,Services,Europe,Integrated,10.3,295.5,554,533.39,1.25,2,-15.5,0
493,Direct Pay 493,Entertainment,MEA,Integrated,12.0,5874.8,13858,423.93,0.35,8,6.5,0
494,Prime Hub 494,Travel,LAC,Manual,1.7,510.6,1099,464.6,0.64,0,11.5,0
495,Digital Hub 495,Restaurant,Asia Pacific,Manual,3.6,2058.9,4161,494.81,0.05,11,-29.5,1
496,Global Shop 496,eCommerce,Europe,Semi-integrated,4.6,1859.2,3949,470.8,0.85,3,11.4,0
497,Express Shop 497,Retail,MEA,Semi-integrated,6.0,3312.9,8275,400.35,0.96,4,6.1,0
498,Express Commerce 498,eCommerce,MEA,Integrated,6.2,205.0,466,439.91,0.13,3,-17.9,0
499,Global Trade 499,Services,North America,Semi-integrated,10.3,2998.6,7434,403.36,0.22,3,1.3,0
500,Express Pay 500,eCommerce,MEA,Integrated,9.4,8000.0,6911,1157.57,0.23,1,1.8,0
501,Direct Hub 501,Retail,LAC,Integrated,0.7,463.0,1015,456.16,3.44,9,46.6,1
502,Express Hub 502,Travel,North America,Semi-integrated,5.7,698.3,1635,427.09,0.18,15,12.4,0
503,Prime Commerce 503,Services,LAC,Manual,7.6,319.6,399,801.0,2.38,5,28.7,1
504,Smart Payments 504,Services,North America,Semi-integrated,5.8,409.5,1100,372.27,0.22,14,5.6,0
505,Peak Shop 505,Restaurant,North America,Integrated,2.0,7302.6,9214,792.55,0.32,9,-29.5,1
506,Prime Transact 506,eCommerce,North America,Integrated,5.1,163.1,180,906.11,0.54,4,21.4,0
507,Direct Pay 507,Travel,Asia Pacific,Manual,5.2,177.9,474,375.32,1.2,1,-5.2,1
508,Global Payments 508,Restaurant,LAC,Manual,2.7,6344.0,7089,894.91,1.07,14,1.3,1
509,Digital Pay 509,Restaurant,Asia Pacific,Semi-integrated,9.2,1594.6,2453,650.06,0.51,0,-13.1,0
510,Smart Hub 510,Restaurant,North America,Semi-integrated,4.2,8000.0,11358,704.35,0.48,7,9.5,0
511,Swift Shop 511,Services,North America,Integrated,7.3,354.0,971,364.57,0.05,0,29.3,0
512,Global Payments 512,Entertainment,MEA,Integrated,6.4,793.8,1300,610.62,0.44,13,26.7,0
513,Smart Hub 513,Services,MEA,Integrated,10.6,263.8,589,447.88,0.45,17,39.7,0
514,Smart Payments 514,Entertainment,LAC,Integrated,1.9,812.9,2020,402.43,1.21,5,42.6,0
515,Smart Transact 515,Services,North America,Integrated,1.8,55.5,114,486.84,0.23,5,-32.9,0
516,Direct Shop 516,Retail,MEA,Semi-integrated,4.0,1735.3,4961,349.79,0.31,10,-15.9,0
517,Direct Shop 517,Services,LAC,Integrated,5.5,1046.1,2621,399.12,0.91,9,-28.2,0
